ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
62271012616,Para Los Ninos - Evelyn Thurman Gratts Primary School,charter,e,,.198,341,,.0273556,.96048599,,,.0121581,474 Hartford Avenue,Los Angeles,CA,,Los Angeles,6037,34.056217,-118.26392,286,Los Angeles Unified School District
62271012622,Teach Academy Of Technologies,charter,m,3,.92799997,142,,.44915301,.54661,,,.00423729,8477 South Normandie Avenue,Los Angeles,CA,,Los Angeles,6037,33.961208,-118.30047,286,Los Angeles Unified School District
62271012623,School Of Science Technology Engineering &amp; Math,public,h,4,,484,,,,,,,456 South Mathews Street,Los Angeles,CA,,Los Angeles,6037,34.039181,-118.2112,286,Los Angeles Unified School District
62271012627,Dr. Owen Lloyd Knox Elementary School,public,"e,m",3,.89300001,840,.0031512601,.19958,.79411799,.00105042,,.00210084,8919 South Main Street,Los Angeles,CA,,Los Angeles,6037,33.954807,-118.27422,286,Los Angeles Unified School District
62271012631,Animo Westside Charter Middle School,charter,m,5,.63800001,248,.034187999,.216524,.450142,.01139601,.028489999,.002849,7615 Cowan Avenue,Los Angeles,CA,,Los Angeles,6037,33.972668,-118.40609,286,Los Angeles Unified School District
62271012632,Judith F. Baca Arts Academy,public,"e,m",2,.88200003,652,.0014771,.093057603,.902511,.0014771,,.0014771,1536 East 89th Street,Los Angeles,CA,,Los Angeles,6037,33.956005,-118.24604,286,Los Angeles Unified School District
62271012634,Aspire Pacific Academy,charter,"m,h",,,481,,,,,,,6410 Rita Ave,Huntington Park,CA,,Los Angeles,6037,33.990211,-118.22614,286,Los Angeles Unified School District
62271012641,Valley Charter Elementary School,charter,e,9,.235,175,.594697,.0189394,.32954499,.034090899,.0037878801,.0151515,16514 Nordhoff Street,Los Angeles,CA,,Los Angeles,6037,34.235016,-118.4921,286,Los Angeles Unified School District
62271012643,Valley Charter Middle School,charter,m,3,.54900002,61,.22826099,.070652202,.63043499,.02717388,.043478299,,9229 Haskell Avenue,Los Angeles,CA,,Los Angeles,6037,34.23753,-118.47844,286,Los Angeles Unified School District
62271012657,East Los Angeles Renaissance Academy At Esteban E. Torres High No. 2,public,h,4,.77899998,472,.0119048,.0023809499,.98333299,.0023809499,,,4211 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041794,-118.17547,286,Los Angeles Unified School District
62271012667,Quincy Jones Elementary School,public,e,4,.98400003,330,,.0190736,.98092598,,,,900 East 33rd Street,Los Angeles,CA,,Los Angeles,6037,34.013973,-118.26062,286,Los Angeles Unified School District
62271012671,Stanley Mosk Elementary,public,e,,,421,,,,,,,7335 Lubao Ave,Winnetka,CA,,Los Angeles,6037,34.203514,-118.56807,286,Los Angeles Unified School District
62271012674,Estrella Elementary School,public,e,3,.94300002,494,.0053763399,.084229402,.90680999,.00179211,,.00179211,300 East 53rd Street,Los Angeles,CA,,Los Angeles,6037,33.994053,-118.268,286,Los Angeles Unified School District
62271012677,Andres And Maria Cardenas Elementary School,public,e,1,.79799998,536,.0269814,.035413198,.91568297,.02023612,,.00168634,6900 Calhoun Avenue,Los Angeles,CA,,Los Angeles,6037,34.196362,-118.44219,286,Los Angeles Unified School District
62271012679,Aspire Gateway Academy,charter,e,6,.87099999,367,.0077519398,,.98966402,,,.0025839801,8929 Kauffman Avenue,South Gate,CA,,Los Angeles,6037,33.951611,-118.18938,286,Los Angeles Unified School District
62271012683,Arts In Action Community Charter School,charter,e,2,.94599998,199,,.00677966,.98983002,.00338983,,,1241 Soto Street,Los Angeles,CA,,Los Angeles,6037,34.027412,-118.22003,286,Los Angeles Unified School District
62271012688,Dolores Huerta Elementary School,public,e,2,.87599999,422,.0063025202,.0294118,.95378202,.00420168,,.0063025202,260 East 31st Street,Los Angeles,CA,,Los Angeles,6037,34.019482,-118.26834,286,Los Angeles Unified School District
62271012690,Animo Jefferson Charter Middle School,charter,m,4,.97799999,533,,.0108303,.98736501,,,,1655 East 27th Street,Los Angeles,CA,,Los Angeles,6037,34.012661,-118.24391,286,Los Angeles Unified School District
62271012692,Carlos Santana Arts Academy,public,e,2,.95200002,590,.0086206896,.048275899,.90517199,.03448277,,.00344828,9301 Columbus Avenue,Los Angeles,CA,,Los Angeles,6037,34.239506,-118.46511,286,Los Angeles Unified School District
62271012695,Magnolia Science Academy Bell,charter,m,5,.94400001,481,.030181101,,.96981901,,,,6411 Orchard Avenue,Bell,CA,,Los Angeles,6037,33.979279,-118.19938,286,Los Angeles Unified School District
62271012699,Los Angeles Big Picture High School,charter,h,4,.94099998,,,,.92079198,,,,"700 Wilshire Boulevard, Suite 400",Los Angeles,CA,,Los Angeles,6037,34.048672,-118.25754,286,Los Angeles Unified School District
62271012705,KIPP Comienza Community Prep School,charter,e,10,.87800002,210,.00230947,.0069284099,.98845297,.00230947,,,6410 Rita Avenue,Huntington Park,CA,,Los Angeles,6037,33.981232,-118.22364,286,Los Angeles Unified School District
62271012708,Citizens Of The World Charter,charter,"e,m",,,180,,,,,,,1316 North Bronson Ave,Los Angeles,CA,,Los Angeles,6037,34.095211,-118.31794,286,Los Angeles Unified School District
62271012711,Humanitas Academy Of Art And Technology At Esteban E. Torres High No. 4,public,h,2,.73000002,493,,.0069284099,.98845297,.00230947,,.00230947,4211 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041794,-118.17547,286,Los Angeles Unified School District
62271012717,KIPP Empower Academy,charter,e,10,.83200002,233,,.82105303,.147368,,.016842101,,7511 Raymond Avenue,Los Angeles,CA,,Los Angeles,6037,33.971691,-118.29928,286,Los Angeles Unified School District
62271012719,Jaime Escalante Elementary School,public,"e,m",4,.89600003,622,.0239617,,.96006399,.00159744,,.0127796,4443 Live Oak Street,Cudahy,CA,,Los Angeles,6037,33.968414,-118.18858,286,Los Angeles Unified School District
62271012720,Social Justice Leadership Academy At Esteban E. Torres High No. 5,public,h,2,.59200001,490,.00221729,.0044345902,.98447901,.0044345902,,.0044345902,4211 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041794,-118.17547,286,Los Angeles Unified School District
62271012721,Carson-Gore Academy Of Enviornmental Studies,public,e,3,.82200003,635,.0091463402,.088414602,.88719499,.01371951,,.00152439,3200 West Washington Boulevard,Los Angeles,CA,,Los Angeles,6037,34.039711,-118.31968,286,Los Angeles Unified School District
62271012724,Julie Korenstein Elementary School,public,e,3,.89099997,575,.022491399,.044982702,.91522503,.01211073,,.0051903101,7650 Ben Avenue,Los Angeles,CA,,Los Angeles,6037,34.20982,-118.39407,286,Los Angeles Unified School District
62271012733,Academy Of Environmental &amp; Social Policy (Esp) At Roosevelt High,public,h,4,.80900002,337,,,1,,,,3921 Selig Place,Los Angeles,CA,,Los Angeles,6037,34.068821,-118.19759,286,Los Angeles Unified School District
62271012738,Camino Nuevo Academy #2,charter,"e,m",8,.93800002,518,,.0080645196,.97983903,.0100806,,.0020161299,635 South Harvard Boulevard,Los Angeles,CA,,Los Angeles,6037,34.062767,-118.30412,286,Los Angeles Unified School District
62271012761,Aspire Firestone Academy,charter,e,7,.87699997,373,.0051150899,.0025575401,.98465502,.0025575401,,,8929 Kauffman Avenue,South Gate,CA,,Los Angeles,6037,33.951611,-118.18938,286,Los Angeles Unified School District
62271012764,Vista Del Valle Dual Language Academy,public,e,4,.89200002,440,.0022123901,.0044247801,.99115002,.0022123901,,,12441 Bromont Avenue,San Fernando,CA,,Los Angeles,6037,34.295906,-118.42137,286,Los Angeles Unified School District
62271012766,Alliance College-Ready Academy High No. 16,charter,h,6,.935,450,.0038022799,.030418299,.93155903,.0304182,,.0038022799,1575 West 2nd Street,Los Angeles,CA,,Los Angeles,6037,34.065105,-118.26567,286,Los Angeles Unified School District
62271012771,Barack Obama Global Preparation Academy,public,m,2,.78600001,1162,.00348837,.317442,.67790699,,,.00116279,1700 West 46th Street,Los Angeles,CA,,Los Angeles,6037,34.001663,-118.30919,286,Los Angeles Unified School District
62271012776,Vista Charter Middle School,charter,m,3,.94300002,420,.0071598999,.0167064,.85680199,.1145589,,.0047732699,2900 West Temple Street,Los Angeles,CA,,Los Angeles,6037,34.073856,-118.27872,286,Los Angeles Unified School District
62271012779,Orchard Academies 2c School,public,m,2,.94700003,427,.0131291,.00437637,.98030603,,,.0021881801,6411 Orchard Avenue,Bell,CA,,Los Angeles,6037,33.979279,-118.19938,286,Los Angeles Unified School District
62271012780,Wisdom Elementary School,public,"e,m",3,.92799997,872,,.090521798,.90841299,.00106496,,,1125 East 74th Street,Los Angeles,CA,,Los Angeles,6037,33.973343,-118.25551,286,Los Angeles Unified School District
62271012782,Celerity Octavia Charter School,charter,"e,m",8,.91600001,321,.019867601,.0066225198,.87196499,.066225201,.0044150101,,3010 Estara Avenue,Los Angeles,CA,,Los Angeles,6037,34.115761,-118.2411,286,Los Angeles Unified School District
62271012783,Academy Of Medical &amp; Health Sciences At Roosevelt,public,h,3,,482,,,,,,,456 South Mathews Street,Los Angeles,CA,,Los Angeles,6037,34.039181,-118.2112,286,Los Angeles Unified School District
62271012787,East Los Angeles Performing Arts Academy at Esteban E. Torres High No. 1,public,h,2,.67799997,480,.0041493801,,.99585098,,,,4211 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041508,-118.17461,286,Los Angeles Unified School District
62271012791,"Math, Science, &amp; Technology Magnet Academy At Roosevelt High",public,h,6,.89200002,376,.0102828,.0025706899,.97943401,.0077120801,,,456 South Mathews Street,Los Angeles,CA,,Los Angeles,6037,34.037476,-118.21185,286,Los Angeles Unified School District
62271012803,Antecello Preparatory Academy,charter,m,,,30,,,,,,,333 South Beaudry Ave,Los Angeles,CA,,Los Angeles,6037,34.010784,-118.31887,286,Los Angeles Unified School District
62271012805,Camino Nuevo Elementary No. 3,charter,"e,m",4,.93800002,,,.00382653,.984694,.00382653,.0051020398,.0012755099,1723 Cordova Street,Los Angeles,CA,,Los Angeles,6037,34.039047,-118.29526,286,Los Angeles Unified School District
62271012806,Alta California Elementary School,public,e,1,.88300002,811,.0136519,.0147895,.95904398,.0091012502,,.0034129701,14859 Rayen Street,Los Angeles,CA,,Los Angeles,6037,34.232231,-118.45728,286,Los Angeles Unified School District
62271012811,Crown Preparatory Academy,charter,m,5,.324,179,.0048309201,.219807,.768116,.0024154601,,,2055 West 24th Street,Los Angeles,CA,,Los Angeles,6037,34.035015,-118.31079,286,Los Angeles Unified School District
62271012812,Puc Triumph Charter High School,charter,h,4,.76700002,173,.010274,.017123301,.96232897,.0068493201,,,9171 Telfair Avenue,Los Angeles,CA,,Los Angeles,6037,34.234959,-118.39784,286,Los Angeles Unified School District
62271012814,School Of Law &amp; Government At Roosevelt High,public,h,3,,478,,,,,,,456 South Mathews Street,Los Angeles,CA,,Los Angeles,6037,34.039181,-118.2112,286,Los Angeles Unified School District
62271012816,Puc Lakeview Charter High School,charter,h,6,.83999997,175,.0064102602,.016025599,.95833302,.016025599,,,919 8th Street,San Fernando,CA,,Los Angeles,6037,34.295467,-118.42256,286,Los Angeles Unified School District
62271012817,Alliance Susan And Eric Smidt Technology High School,charter,h,4,.94199997,,.0116279,.0038759699,.914729,.023255801,,.046511602,211 South Ave 20,Los Angeles,CA,,Los Angeles,6037,34.072418,-118.22002,286,Los Angeles Unified School District
62271012819,Engineering And Technology Academy At Esteban E. Torres High No. 3,public,h,3,.671,484,,.0044150101,.99337697,.0022075099,,,4211 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041794,-118.17547,286,Los Angeles Unified School District
62271012825,Orchard Academies 2b School,public,m,3,.94300002,441,.0108696,,.98478299,.0021739099,,.0021739099,6411 Orchard Avenue,Bell,CA,,Los Angeles,6037,33.979279,-118.19938,286,Los Angeles Unified School District
62271012828,Humanitas Art School At Roosevelt High,public,h,3,,489,,,,,,,456 South Mathews Street,Los Angeles,CA,,Los Angeles,6037,34.039181,-118.2112,286,Los Angeles Unified School District
62271012837,Special Education-Infant/Preschool Program,public,e,,,267,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.051151,-118.26208,286,Los Angeles Unified School District
62271012848,Alliance Renee And Meyer Luskin Academy High School,charter,h,,.96200001,,.0084210504,.227368,.75578898,.00210526,,.0063157901,2941 West 70th Street,Los Angeles,CA,,Los Angeles,6037,33.977089,-118.32576,286,Los Angeles Unified School District
62271012852,Rise Kohyang Middle School,charter,m,,.75099999,190,.0052910098,.052910101,.43915299,.497354,,,631 South Commonwealth Avenue,Los Angeles,CA,,Los Angeles,6037,34.063271,-118.28567,286,Los Angeles Unified School District
62271012856,Aspire Inskeep Academy Charter,charter,"e,m",,,291,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.986958,-118.27475,286,Los Angeles Unified School District
62271012858,Cesar E. Chavez Learning Academies-Academy Of Scie,public,h,,,304,,,,,,,,San Fernando,CA,,Los Angeles,6037,34.288094,-118.42094,286,Los Angeles Unified School District
62271012867,Artlab At Sonia Sotomayor Learning Academics,public,h,,,240,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.101704,-118.23679,286,Los Angeles Unified School District
62271012869,Early College Academy For Leaders And Scholars (Ec,charter,h,,,237,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.101704,-118.23679,286,Los Angeles Unified School District
62271012871,Social Justice: Fine And Performing Arts Academy A,public,h,,,485,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.994186,-118.27006,286,Los Angeles Unified School District
62271012881,Dr. Julian Nava Learning Academies-School Of Arts,public,m,,,366,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.015533,-118.24813,286,Los Angeles Unified School District
62271012883,Synergy Quantum Academy,charter,h,,,397,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.994186,-118.27006,286,Los Angeles Unified School District
62271012885,Performing Arts Community At South Region High No.,public,h,,,319,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.984062,-118.25642,286,Los Angeles Unified School District
62271012895,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,public,h,,.90200001,520,.0137525,.0235756,.95088398,.0039292802,,.0078585502,1001 Arroyo Avenue,San Fernando,CA,,Los Angeles,6037,34.288464,-118.42074,286,Los Angeles Unified School District
62271012896,Dr. Julian Nava Learning Academies-School Of Busin,public,m,,,368,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.015533,-118.24813,286,Los Angeles Unified School District
62271012898,Rancho Dominguez Preparatory,public,"m,h",,,1104,,,,,,,,Long Beach,CA,,Los Angeles,6037,33.825821,-118.21565,286,Los Angeles Unified School District
62271012903,Animo College Preparatory Academy,charter,h,,,386,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.943138,-118.23098,286,Los Angeles Unified School District
62271012908,Animo Charter Middle No. 2,charter,m,,.963,,.0122699,.23312899,.74846601,,,,810 East 111th Place,Los Angeles,CA,,Los Angeles,6037,33.935009,-118.26019,286,Los Angeles Unified School District
62271012915,Camino Nuevo Charter Academy No. 4,charter,"e,m",,,531,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.076786,-118.26531,286,Los Angeles Unified School District
62271012916,Los Angeles River At Sonia Sotomayor Learning Academy,public,h,,,279,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.101704,-118.23679,286,Los Angeles Unified School District
62271012926,"Cesar E. Chavez Learning Academies-Arts,Theatre, Entertainment (Artes)",public,h,,.89099997,,.019193901,.067178503,.89635301,.0057581598,,.0115163,1001 Arroyo Avenue,San Fernando,CA,,Los Angeles,6037,34.288464,-118.42074,286,Los Angeles Unified School District
62271012934,Social Justice: Global Issues Academy At Central R,public,h,,,476,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.994186,-118.27006,286,Los Angeles Unified School District
62271012935,Animo Charter Middle No. 3,charter,m,,,528,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.921841,-118.30896,286,Los Angeles Unified School District
62271012937,Green Design At South Region High No. 2,public,h,,,317,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.984062,-118.25642,286,Los Angeles Unified School District
62271012939,Animo Charter Middle No. 4,charter,m,,,501,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.039082,-118.26083,286,Los Angeles Unified School District
62271012942,Celerity Cardinal Charter,charter,"e,m",,,159,,,,,,,,Sun Valley,CA,,Los Angeles,6037,34.203602,-118.37783,286,Los Angeles Unified School District
62271012946,Valley Academy Of Arts And Sciences,public,h,,.667,,.2,.0614754,.61393398,.11639342,,.0081967199,10445 Balboa Boulevard,Granada Hills,CA,,Los Angeles,6037,34.259804,-118.50278,286,Los Angeles Unified School District
62271012950,Aspire Slauson Academy Charter,charter,"e,m",,,289,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.986958,-118.27475,286,Los Angeles Unified School District
62271012953,School Of History And Dramatic Arts At Sonia Sotom,public,h,,,245,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.101704,-118.23679,286,Los Angeles Unified School District
62271012963,Los Angeles Leadership Primary Academy,charter,e,2,.89099997,78,.0135747,,.96832597,.0135747,,.0045248899,2670 Griffin Avenue,Los Angeles,CA,,Los Angeles,6037,34.077545,-118.21182,286,Los Angeles Unified School District
62271012964,Cesar E. Chavez Learning Academies-Teacher Preparation Academy,public,h,,.79699999,339,.0139165,.035785299,.94234598,.0039761402,,.0019880701,1001 Arroyo Avenue,San Fernando,CA,,Los Angeles,6037,34.288464,-118.42074,286,Los Angeles Unified School District
62271012967,Aspire Juanita Tate Academy Charter,charter,"e,m",,,289,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.986958,-118.27475,286,Los Angeles Unified School District
62271012971,Public Service Community At South Region High No.,public,h,,,297,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.984062,-118.25642,286,Los Angeles Unified School District
62271012973,Communication And Technology At South Region High,public,h,,,307,,,,,,,,Los Angeles,CA,,Los Angeles,6037,33.984062,-118.25642,286,Los Angeles Unified School District
62271012982,Extera Public,charter,"e,m",,,231,,,,,,,,Los Angeles,CA,,Los Angeles,6037,34.042095,-118.21264,286,Los Angeles Unified School District
62271013005,KIPP Sol Academy,charter,e,,.94199997,140,.0071942401,.0071942401,.97841698,,,,4545 Dozier Street,Los Angeles,CA,,Los Angeles,6037,34.041759,-118.16782,286,Los Angeles Unified School District
62271013006,Academy For Enriched Sciences,public,e,,,103,,,,,,,,Woodland Hills,CA,,Los Angeles,6037,34.18375,-118.6478,286,Los Angeles Unified School District
62271013084,Math And Science College Preparatory,charter,h,,.949,,.070707098,.191919,.70707101,.010101,,.020202,4650 West Olympic Boulevard,Los Angeles,CA,,Los Angeles,6037,34.056084,-118.33282,286,Los Angeles Unified School District
62271013088,Citizens of the World Charter School Mar Vista,charter,e,,.037999999,,.52631599,.15037601,.25563899,.0601504,,.0075188,11561 Gateway Blvd,Los Angeles,CA,,Los Angeles,6037,34.031574,-118.44246,286,Los Angeles Unified School District
62271013094,USC Hybrid High School,charter,h,,.787,,.017777801,.35111099,.586667,.02666669,.0044444399,.00888889,350 S. Figueroa St. Ste 100,Los Angeles,CA,,Los Angeles,6037,34.053753,-118.25504,286,Los Angeles Unified School District
62271013135,Aspire Centennial College Preparatory Academy,charter,m,,.98000002,,,,1,,,,2079 Saturn Avenue,Huntington Park,CA,,Los Angeles,6037,33.97744,-118.23388,286,Los Angeles Unified School District
62271013145,Equitas Academy Charter #2,charter,m,,.91799998,,,.0618557,.87628901,.020618601,.0103093,,1215 Miramar Street,Los Angeles,CA,,Los Angeles,6037,34.057617,-118.25805,286,Los Angeles Unified School District
62271013175,Porter Ranch Community School,public,"e,m",,.109,1000,.34449199,.0453564,.109071,.49892044,,.0021598299,12450 N. Mason Ave.,Porter Ranch,CA,,Los Angeles,6037,34.293701,-118.58111,286,Los Angeles Unified School District
62271013183,Apple Academy Charter Public Schools,charter,e,,.79799998,391,.00277008,.54847598,.44598299,.00277008,,,4920 S. Western Avenue,Los Angeles,CA,,Los Angeles,6037,33.99852,-118.30868,286,Los Angeles Unified School District
62271013195,Playa Vista Elementary,public,e,,.30000001,300,.39705899,.25,.155882,.19411746,,.00294118,13150 W. Bluff Creek Drive,Playa Vista,CA,,Los Angeles,6037,33.971809,-118.42236,286,Los Angeles Unified School District
62271013212,Global Education Academy Middle School,charter,m,,1,200,,.136986,.83561599,.0136986,,,1374 W. 35th Street,Los Angeles,CA,,Los Angeles,6037,34.024338,-118.29961,286,Los Angeles Unified School District
62271013264,Los Angeles Technology Center,public,"e,m,h",,,,,,,,,,3721 West Washington Boulevard,Los Angeles,CA,,Los Angeles,6037,34.040134,-118.32549,286,Los Angeles Unified School District
62271013271,Contreras Learning Center-School Of Social Justice,public,h,,.903,,,.0138614,.96831697,.017821791,,,322 South Lucas Avenue,Los Angeles,CA,,Los Angeles,6037,34.057953,-118.26155,286,Los Angeles Unified School District
62271013316,Extera Public School No. 2,charter,e,,.96700001,,,,1,,,,1015 South Lorena Street,Los Angeles,CA,,Los Angeles,6037,34.025536,-118.20273,286,Los Angeles Unified School District
62271013348,Prepa Tec - Los Angeles,charter,m,,.96700001,,,,1,,,,2410 Broadway,Huntington Park,CA,,Los Angeles,6037,33.966652,-118.22974,286,Los Angeles Unified School District
62271013363,Pacoima Skills Center,public,"e,m,h",,,,,,,,,,13545 Van Nuys Boulevard,Los Angeles,CA,,Los Angeles,6037,34.261833,-118.42843,286,Los Angeles Unified School District
62271013378,Metro Charter Elementary,charter,e,,.493,80,.026666701,.0133333,.23999999,,.026666701,,"320 W. 15th Street, Suite 143",Los Angeles,CA,,Los Angeles,6037,34.036655,-118.26585,286,Los Angeles Unified School District
62271013390,Urban Village Middle,charter,m,,.85500002,,,.826087,.14492799,,.0144928,.0144928,5420 Bradna Drive,Los Angeles,CA,,Los Angeles,6037,33.993725,-118.35291,286,Los Angeles Unified School District
62271013403,Alliance College-Ready Middle Academy No. 12,charter,m,,1,,,.13846201,.85384601,,,.00769231,"100 E. 49th St., Los Angeles, CA 90011",Los Angeles,CA,,Los Angeles,6037,33.998062,-118.27359,286,Los Angeles Unified School District
62271013412,Studio,public,m,,.921,,.031746,,.92063498,.031746,,,2211 West Avenue 30,Los Angeles,CA,,Los Angeles,6037,34.104465,-118.23656,286,Los Angeles Unified School District
62271013434,Early College Academy-La Trade Tech College,public,h,,.71200001,,,.065217398,.92934799,0,,,400 West Washington Boulevard,Los Angeles,CA,,Los Angeles,6037,34.032799,-118.26949,286,Los Angeles Unified School District
62271013466,Ingenium Charter School,charter,e,,.84399998,,.111111,.044444401,.68888903,.088888898,.0111111,.0111111,22250 Elkwood Street,Canoga Park,CA,,Los Angeles,6037,34.211899,-118.6105,286,Los Angeles Unified School District
62271013527,Executive Preparatory Academy Of Finance,charter,h,,.889,,,.66666698,.29166701,,.0138889,,2506 West Imperial Highway,Hawthorne,CA,,Los Angeles,6037,33.930546,-118.32087,286,Los Angeles Unified School District
62271013537,Camino Nuevo High No. 2,charter,h,,.96600002,,,,.97478998,.01960784,.00280112,,3500 West Temple Street,Los Angeles,CA,,Los Angeles,6037,34.076443,-118.28551,286,Los Angeles Unified School District
62271013564,Valor Academy Charter High,charter,h,,.83499998,,.020618601,.020618601,.88659799,.0309278,,,8015 Van Nuys Boulevard,Los Angeles,CA,,Los Angeles,6037,34.216614,-118.44932,286,Los Angeles Unified School District
62271013579,Humanities And Arts (Harts) Academy Of Los Angeles,public,h,,.69400001,,.099476397,.23822001,.56544501,.081151798,,.0157068,24300 South Western Avenue,Los Angeles,CA,,Los Angeles,6037,33.804104,-118.30738,286,Los Angeles Unified School District
62271013642,City Language Immersion Charter (CLIC),charter,"p,e",,.602,,.16260201,.26016301,.47967499,.0081300801,.089430898,,4041 Hillcrest Drive,Los Angeles,CA,,Los Angeles,6037,34.036125,-118.34022,286,Los Angeles Unified School District
62271013657,KIPP Iluminar Academy,charter,e,,.84600002,,,,.99561399,.0043859598,,,4865 E 1st St,Los Angeles,CA,,Los Angeles,6037,34.037701,-118.15993,286,Los Angeles Unified School District
62271013684,New Horizons Charter Academy,charter,"e,m",,.764,,.18110199,.094488204,.66141701,.055118121,,,5955 Lankershim Boulevard,Los Angeles,CA,,Los Angeles,6037,34.178848,-118.38308,286,Los Angeles Unified School District
62271013685,"Ivy Bound Academy Math, Science, And Technology Charter Middle #2",charter,m,,.45699999,,.45652199,.065217398,.30434799,.043478299,.108696,,20040 Parthenia Street,Los Angeles,CA,,Los Angeles,6037,34.227917,-118.5703,286,Los Angeles Unified School District
62271013688,The Incubator School,public,m,,.51999998,62,.30000001,.1,.47999999,.1,,.02,13150 Bluff Creek Dr,Los Angeles,CA,,Los Angeles,6037,33.968037,-118.42636,286,Los Angeles Unified School District
62271013726,Dr. Sammy Lee Medical And Health Science Magnet Elementary,public,e,,.912,,.0126263,.0176768,.646465,.32323274,,,3600 Council Street,Los Angeles,CA,,Los Angeles,6037,34.074478,-118.28793,286,Los Angeles Unified School District
62274003478,Charleston Elementary School,public,"e,m",7,.49200001,419,.41538501,.0102564,.55641001,.017948709,,,18463 West Charleston Road,Los Banos,CA,,Merced,6047,36.983871,-120.83278,411,Los Banos Unified School District
62274003479,Henry Miller Elementary School,public,"e,m",3,.87,951,.084673099,.018220801,.85423398,.02465166,.0128617,.0053590601,545 West L Street,Los Banos,CA,,Merced,6047,37.059624,-120.85978,411,Los Banos Unified School District
62274003480,Los Banos Elementary School,public,"e,m",3,.78799999,941,.11981,.0225386,.81257403,.027283439,.0142349,.00355872,1260 Seventh Street,Los Banos,CA,,Merced,6047,37.057228,-120.84754,411,Los Banos Unified School District
62274003481,Los Banos High School,public,h,5,.56999999,1353,.26289499,.019134801,.66888499,.02246256,.022462601,.0033277899,1966 11th Street,Los Banos,CA,,Merced,6047,37.047192,-120.84013,411,Los Banos Unified School District
62274003482,Los Banos Junior High School,public,m,5,.74299997,1422,.149777,.0178458,.78839999,.031230031,.0057361401,.0070108301,1750 San Luis Street,Los Banos,CA,,Merced,6047,37.064129,-120.82767,411,Los Banos Unified School District
62274003483,R. M. Miano Elementary School,public,"e,m",4,.89399999,990,.060416698,.022916701,.88229197,.021875,.00833333,.0041666701,1129 B Street,Los Banos,CA,,Merced,6047,37.065754,-120.83882,411,Los Banos Unified School District
62274003484,San Luis High (Continuation) School,public,h,3,.755,162,.145695,.052980099,.77483398,.0066225198,.0066225198,.013245,125 Seventh Street,Los Banos,CA,,Merced,6047,37.067238,-120.84238,411,Los Banos Unified School District
62274003485,Volta Elementary School,public,"e,m",5,.58099997,418,.29974201,.018087899,.63565898,.041343659,.0025839801,.0025839801,24307 West Ingomar Grade,Los Banos,CA,,Merced,6047,37.098473,-120.92872,411,Los Banos Unified School District
62274008218,Los Banos Community Day School,public,h,,,3,,,,,,,715 H Street,Los Banos,CA,,Merced,6047,37.0504,-120.84049,411,Los Banos Unified School District
62274008219,Westside Union Elementary School,public,"e,m",5,.80699998,722,.13286699,.0405594,.78601402,.0195804,.0167832,.0041958001,659 K Street,Los Banos,CA,,Merced,6047,37.058472,-120.84807,411,Los Banos Unified School District
62274010962,Lorena Falasco Elementary School,public,"e,m",4,.84799999,897,.0955121,.023015,.84925199,.01265823,.013809,.00345224,310 Overland Avenue,Los Banos,CA,,Merced,6047,37.073761,-120.84951,411,Los Banos Unified School District
62274012358,Crossroads Alternative Education Center,public,"e,m,h",2,.49200001,62,.169231,.0153846,.78461498,,.030769199,,"265 Mercy Springs Road, Suite C",Los Banos,CA,,Merced,6047,37.065357,-120.83742,411,Los Banos Unified School District
62274012432,Pacheco High School,public,h,5,.71899998,,.107837,.0401875,.80375099,.032819819,.0093770903,.0060281302,200 North Ward Road,Los Banos,CA,,Merced,6047,37.069458,-120.8148,411,Los Banos Unified School District
