statefips,countyfips,median_age,white_perc,black_perc,asian_perc,hispanic_perc,hh_income,banks,population,rural_perc,treatment,atm
47,47073,42.866669,0.96391666,0.018916667,0.00375,0.020333333,40.31616667,12,20747,0.579,0,22
47,47077,37.416668,0.80266666,0.1785,0.001666667,0.065416671,31.05058333,12,14406,0.764,0,34
47,47109,42.008331,0.93124998,0.048500001,0.00025,0.021333333,35.85991667,12,17010,0.85299999,0,32
47,47145,47.481819,0.87563634,0.074000001,0.001909091,0.010454546,38.62245455,12,14256,0.50999999,0,10
48,48049,41.98,0.76639998,0.1934,0.0094,0.30849999,41.5007,12,11398,0.40400001,1,40
48,48089,45.540001,0.75150001,0.2405,0.0017,0.25259998,46.2178,12,11378,0.62599999,1,32
48,48223,38.390911,0.8198182,0.14545456,0.016999999,0.13654545,47.13563636,12,15410,0.59600002,0,23
48,48277,42.063637,0.71218181,0.22754546,0.02,0.062181819,34.33445455,12,16770,0.47099999,1,14
48,48401,35.554546,0.63781822,0.33581817,9.09E-05,0.24863636,44.94418182,12,11066,0.65899998,0,28
48,48427,39.299999,0.39045456,0.11363637,0.012363637,0.96027273,11.61036364,12,10679,0.237,0,18
51,51167,50.799999,0.95590001,0.039299998,0,0.014,38.1381,12,10441,0.88200003,1,43
51,51570,37.369999,0.76319999,0.1674,0.0231,0.0396,51.6608,12,13357,0,1,48
53,53037,31.658333,0.92158335,0.018583333,0.005083334,0.062083334,41.9795,12,16798,0.40099999,0,19
54,54045,44.791668,0.92799997,0.049000002,0.003,0.017749999,37.28466667,12,12111,0.708,1,2
54,54083,43.216667,0.98666668,0.007833334,0,0.019833334,30.78883333,12,16527,0.62400001,1,44
55,55047,44.5,0.95950001,0.019666666,0.006166667,0.065083332,50.67416667,12,10704,0.74299997,1,9
55,55061,44.73,0.96490002,0.0037,0.0043,0.018300001,59.5111,12,13094,0.72299999,0,19
55,55065,44.458332,0.96950001,0.013166667,0.006,0.014833333,56.53866667,12,12116,1,0,11
56,56033,35.208332,0.92199999,0.002083333,0.00175,0.05325,33.05558333,12,14814,0.35499999,0,23
1,1009,42.184616,0.94300002,0.024692308,0.004538462,0.11315385,49.26176923,13,21566,0.89999998,0,1
1,1025,43.299999,0.58840001,0.38800001,0.0106,0.0012,36.484,13,6155,0.75999999,0,22
1,1031,34.122223,0.67833334,0.22988889,0.028777778,0.048444446,47.043,13,16050,0.472,0,31
1,1093,42.458336,0.96600002,0.01025,0.013833334,0.023333333,36.93458333,13,11793,0.889,0,5
5,5003,46.284615,0.62007689,0.37207693,0.003923077,0.04046154,30.01723077,13,13813,0.51700002,1,49
5,5019,36.060001,0.56650001,0.42460001,0.0048,0.0112,23.6394,13,11432,0.54400003,0,13
5,5059,45.427273,0.72899997,0.25109091,0.000909091,0.025545456,32.66772727,13,18155,0.66000003,0,35
5,5091,33.933334,0.56116664,0.40033332,0.012666667,0.061916664,31.79458333,13,15833,0.40000001,1,46
6,6005,48.827274,0.92027271,0.005727273,0.025818182,0.16590908,45.182,13,12998,0.60399997,0,21
13,13013,35.018181,0.71918184,0.2230909,0.014545454,0.055,46.89009091,13,22421,0.301,0,35
13,13219,40.112499,0.87599999,0.060125001,0.048625,0.063000001,87.309,13,26598,0.50300002,1,1
17,17067,46.869228,0.95492309,0.021076923,0.008615385,0.015538462,49.318,13,12794,0.70999998,0,5
17,17149,38.723076,0.9779231,0.010846154,0.000923077,0.012538461,43.04015385,13,10730,0.72299999,0,15
18,18045,38.161537,0.9613077,0.010846154,0.018000001,0.030923078,46.065,13,11232,0.66000003,0,4
18,18051,38.984615,0.92738461,0.054769229,0.002153846,0.019307692,57.24238462,13,18167,0.53600001,1,40
18,18061,41.841667,0.95966667,0.015916666,0.010666667,0.013916667,55.3195,13,24089,0.85799998,1,19
18,18073,39.383335,0.97616667,0.00325,0.007666667,0.076916665,49.58158333,13,15416,0.68000001,1,43
18,18083,42.063637,0.96590912,0.018454546,0.002363636,0.020545455,47.43318182,13,9505,0.36199999,0,30
18,18087,32.953846,0.97646153,0.000769231,0.001538462,0.04223077,51.41361538,13,26404,0.91600001,0,6
18,18129,42.99231,0.94969231,0.022692308,0.004230769,0.024692308,49.70869231,13,11362,0.66799998,0,13
18,18181,40.50769,0.96176922,0.003230769,0.005846154,0.11469231,50.69692308,13,11539,0.68000001,1,6
19,19019,36.758331,0.96316665,0.000416667,0.008,0.018999999,55.29516667,13,13617,0.685,0,2
19,19021,32.599998,0.63683331,0.098416671,0.25533333,0.32991666,48.82475,13,20603,0.43900001,0,24
19,19043,48.815384,0.98738462,0.003076923,0.005461539,0.012923077,49.80938462,13,13865,0.96600002,0,7
19,19047,39.061539,0.9679231,0.012076924,0.004153846,0.26338461,34.78223077,13,12256,0.51800001,0,19
19,19099,46.123077,0.97376925,0.005769231,0.004,0.012076923,55.66215385,13,13792,0.57499999,1,49
19,19141,40.723076,0.9679231,0.013,0.00623077,0.077461541,48.94530769,13,13703,0.66299999,0,28
20,20041,39.130768,0.95569229,0.015692309,0.003538462,0.058692306,34.323,13,14613,0.64300001,1,2
20,20055,29.241667,0.83166671,0.059833333,0.066833332,0.39183334,55.694,13,13756,0.186,0,9
20,20057,32.423077,0.91653848,0.010076923,0.029307693,0.43784615,59.99376923,13,21445,0.193,0,14
20,20059,35.907692,0.93492305,0.013461539,0.009307692,0.044615384,50.06530769,13,15814,0.52100003,0,7
20,20099,35.96154,0.8510769,0.074076921,0.001384615,0.010153847,35.99976923,13,13876,0.523,0,16
22,22031,37.96154,0.53146154,0.41961539,0.002538462,0.042615384,44.11253846,13,20672,0.773,1,43
23,23017,43.807693,0.97815382,0.007230769,0.006538461,0.044461541,33.20938462,13,12818,0.83099997,0,22
26,26041,43.150002,0.93058336,0.00075,0.002833333,0.0115,46.47266667,13,16964,0.43799999,0,8
26,26057,32.954544,0.96581817,0.005818182,0.000909091,0.077272728,38.73136364,13,10285,0.602,1,23
26,26105,41.022221,0.95555556,0.007444445,0.015777778,0.06933333,45.49422222,13,12503,0.62699997,1,38
26,26155,42.384617,0.96223074,0.010000001,0.001384615,0.023846153,46.12061538,13,15830,0.55000001,0,32
26,26159,39.723076,0.88361537,0.052846152,0.014692308,0.074384615,51.46407692,13,16125,0.70899999,1,34
27,27015,40.930771,0.9916923,0.001769231,0.001923077,0.06830769,50.40876923,13,13623,0.34900001,1,46
27,27091,43.616665,0.9609167,0.006416667,0.007166666,0.057999998,46.35133333,13,12430,0.54000002,1,52
28,28001,48.830002,0.52649999,0.46540001,0.002,0.0048,37.4311,13,10191,0.37200001,1,37
28,28095,46.572727,0.70590907,0.27618182,0.002545455,0.006818182,42.91290909,13,11640,0.69599998,1,51
29,29053,38.815384,0.89099997,0.062307693,0.000615385,0.034153845,37.43776923,13,14415,0.53200001,1,41
29,29069,32.349998,0.81639999,0.1336,0.0054,0.07,30.5376,13,10295,0.505,0,25
29,29083,42.033333,0.95574999,0.019083332,0.000916667,0.034166668,36.83958333,13,9701,0.495,1,45
29,29225,40.241669,0.9584167,0.0085,0.001,0.048749998,38.25975,13,19667,0.73900002,1,6
31,31039,44.427273,0.96518183,0.000363636,0.003727273,0.10936364,49.53336364,13,12873,0.65200001,1,12
31,31151,39.633331,0.97158337,0.012666667,0.004666667,0.19116667,50.55225,13,17732,0.51099998,1,6
35,35061,40.846153,0.80561537,0.037076924,0.012846154,0.59607691,47.10492308,13,22280,0.167,1,46
36,36017,45.669231,0.97215384,0.013153846,0.002923077,0.022692308,49.64746154,13,12840,0.83399999,0,20
36,36023,39.80909,0.91281819,0.010090909,0.025818182,0.028454546,54.82327273,13,10688,0.44299999,1,22
36,36121,39.983334,0.95041668,0.017750001,0.007,0.036499999,52.1735,13,13710,0.64099997,1,47
37,37027,41.566666,0.8959167,0.076833338,0.010833333,0.12766667,42.20275,13,12799,0.34400001,0,37
37,37189,29.972729,0.95463639,0.014727272,0.004727273,0.031727273,28.42790909,13,25535,0.55400002,0,28
38,38077,39.125,0.92641664,0.0055,0.004666667,0.037916668,54.90858333,13,13204,0.51999998,1,41
39,39127,40,0.97984612,0.003461538,0.002,0.001153846,42.11207692,13,15672,0.75199997,1,8
40,40009,37.299999,0.89169228,0.043461539,0.010461538,0.19192308,42.346,13,18172,0.32699999,0,24
40,40021,33.372726,0.52327275,0.010272727,0.002545455,0.068909094,40.42581818,13,16480,0.60000002,0,10
40,40065,37.916668,0.83391666,0.085833333,0.008333334,0.27216667,42.68433333,13,13471,0.248,0,14
40,40073,37.75,0.89249998,0.0111,0.009600001,0.1638,56.3849,13,13998,0.72399998,1,16
40,40083,41.715385,0.77692306,0.133,0,0.05323077,53.08323077,13,16748,0.55400002,1,42
40,40087,36.239998,0.8348,0.009400001,0,0.0955,69.497,13,27389,0.77200001,1,18
41,41053,32.30909,0.90927273,0.015,0.014909091,0.131,45.90745455,13,16844,0.199,0,7
42,42031,38.663635,0.97327274,0.002363636,0.011636363,0.018272728,39.467,13,11137,0.76599997,0,21
42,42103,49,0.94966668,0.02475,0.00625,0.073749997,63.66533333,13,16564,0.708,1,14
42,42121,42.73,0.95279998,0.0156,0.002,0.0146,37.0233,13,10157,0.54799998,0,12
42,42131,42.68,0.9637,0.017899999,0.0028,0.0252,53.0505,13,14096,0.83499998,0,24
45,45055,51.00769,0.55407691,0.4313077,0.001769231,0.057230771,23.92815385,13,15084,0.57800001,0,31
45,45059,35.391666,0.65750003,0.3105,0.010083334,0.070833333,37.52333333,13,15643,0.64200002,1,50
45,45085,35.774998,0.43075001,0.51041669,0.035166666,0.029333333,36.80808333,13,18085,0.31999999,1,41
46,46011,32.483334,0.94766665,0.009833334,0.018999999,0.049166668,58.5025,13,14149,0.29699999,1,22
46,46035,41.461536,0.96169227,0.003538461,0.002307692,0.033461537,41.18038462,13,13757,0.233,0,37
47,47019,44.075001,0.96125001,0.022666667,0.011333333,0.029916666,32.44225,13,18712,0.41,0,8
47,47045,42.936363,0.86363637,0.089363635,0.015272727,0.051363636,36.119,13,16305,0.42899999,0,22
47,47063,33.146156,0.92707694,0.011461538,0.009461538,0.16592307,28.08069231,13,18481,0.219,1,31
47,47099,50.553844,0.9145385,0.049692307,0.000384615,0.024384616,30.95846154,13,14705,0.759,1,17
47,47107,39.515385,0.82869232,0.089846157,0.009846154,0.031461537,30.759,13,16798,0.60299999,1,18
47,47115,44.00909,0.92036361,0.028727273,0.005181818,0.02009091,48.69418182,13,16028,0.76999998,1,28
48,48001,31.924999,0.55458331,0.40416667,0.005,0.25766668,21.95758333,13,13392,0.671,0,25
48,48073,34.433334,0.64783335,0.28433335,0.000333333,0.28966665,36.06683333,13,15453,0.63,0,16
48,48299,53.549999,0.94624996,0.003166667,0.005,0.16358334,54.62716667,13,18349,0.45199999,1,23
48,48325,41.100002,0.92333335,0.013416667,0.013583334,0.59541667,53.61316667,13,27842,0.616,0,33
48,48363,42.483334,0.86025,0.069499999,0.056833334,0.18475001,37.44783333,13,13464,0.50199997,0,38
50,50017,44.607693,0.96361542,0.004153846,0.005384616,0.014230769,56.57838462,13,17111,0.972,0,4
51,51089,45.453846,0.79253846,0.1736923,0.022307692,0.059692308,39.98669231,13,14033,0.60699999,0,5
51,51775,42.638462,0.84446156,0.10638462,0.042615384,0.025461538,48.20323077,13,14841,0,1,43
51,51790,43.837502,0.86475003,0.077500001,0.029000001,0.035999998,46.7895,13,10466,0.037,1,29
54,54037,37.790909,0.85109091,0.10618182,0.012454545,0.049454547,60.85781818,13,16928,0.484,1,14
55,55015,43.349998,0.98058331,0.006416667,0.001,0.041583333,66.99633333,13,19157,0.27500001,0,22
55,55019,42.109093,0.97418183,0.003090909,0.005181818,0.022727273,49.83881818,13,13063,0.917,1,11
55,55029,54.974998,0.96350002,0.000333333,0.003833333,0.024,50.59758333,13,13145,0.69,1,21
55,55049,42.046154,0.97276926,0.007076923,0.004923077,0.022692308,65.05661538,13,17949,0.79900002,1,15
55,55093,37.623077,0.96169233,0.003076923,0.020692308,0.025384616,63.32361538,13,23350,0.53600001,1,26
56,56037,33.791668,0.95083332,0.00575,0.01,0.191,68.9995,13,21394,0.109,1,36
1,1033,40.138462,0.74769229,0.22246154,0.007307692,0.011307692,41.00838462,14,12405,0.43900001,1,11
1,1039,44.816666,0.79175001,0.17966667,0.011666667,0.014333333,38.90041667,14,11342,0.69700003,0,13
1,1127,39.514286,0.91728574,0.064071432,0.004357143,0.044142857,49.66307143,14,17633,0.741,1,48
4,4017,38.242859,0.78557146,0.003142857,0.0105,0.21021429,47.37264286,14,16639,0.54100001,1,52
5,5135,46.581818,0.96854544,0.00809091,0.001272727,0.036454547,31.12254545,14,11220,0.801,0,40
6,6103,37.638462,0.91353846,0.035461538,0.002692308,0.19838461,30.94753846,14,14109,0.51499999,1,44
6,6109,48.971428,0.94742858,7.14E-05,0.014071429,0.14,32.27042857,14,12556,0.49000001,1,41
8,8029,44.835712,0.94042856,0.001928572,0.003071429,0.17185715,38.804,14,19835,0.63200003,1,47
8,8085,38.846153,0.93784612,0.000769231,0.007384616,0.211,42.55915385,14,17235,0.44999999,0,39
13,13031,29.676922,0.64300001,0.32915384,0.008384615,0.065846153,35.64561538,14,16643,0.48300001,1,19
13,13157,38.341667,0.85600001,0.086000003,0.008583333,0.07525,56.40225,14,27047,0.60000002,1,24
13,13217,37.575001,0.58249998,0.38699999,0.00875,0.042583331,54.44383333,14,29344,0.31200001,1,46
13,13255,35.392307,0.32084617,0.64569229,0.007384616,0.087153845,30.02776923,14,17662,0.41600001,0,32
13,13277,32.399998,0.61900002,0.33836362,0.033181816,0.15418182,48.48536364,14,11216,0.40799999,0,37
13,13297,37.010002,0.68729997,0.26460001,0.015000001,0.0306,47.0359,14,22453,0.42699999,1,14
17,17165,43.546154,0.90823078,0.030923078,0.02746154,0.022076923,26.45461538,14,11412,0.43700001,0,26
17,17173,42.099998,0.96100003,0.024916666,0.00225,0.010583334,46.48325,14,11029,0.77700001,0,24
18,18053,41.642857,0.87671429,0.083999999,0.0115,0.048357144,43.24142857,14,19430,0.289,0,20
18,18093,42.23077,0.94946152,0.009615385,0.011692307,0.021384615,44.25653846,14,10711,0.58399999,1,50
18,18107,36.950001,0.95392859,0.009214286,0.010642857,0.050071426,47.90428571,14,18849,0.528,1,14
18,18113,37.869232,0.95023078,0.000769231,0.030692309,0.14553845,47.05761538,14,15695,0.68000001,1,55
19,19085,39.507145,0.98228574,0.003285714,0.002142857,0.023642858,51.11307143,14,14241,0.81099999,0,16
19,19125,42,0.97178572,0.001071429,0.010357143,0.036428571,48.00478571,14,12652,0.48699999,1,40
19,19165,46.192856,0.9877857,0.005571429,0.0035,0.0185,44.23978571,14,9939,0.59399998,0,30
20,20133,36,0.93776923,0.015846154,0.004,0.097923078,41.57961538,14,12628,0.45100001,1,44
21,21021,32.454544,0.85318184,0.09109091,0.021454545,0.054818183,40.49990909,14,18078,0.34799999,0,20
21,21089,39.983334,0.94066668,0.024833335,0.00725,0.00625,48.76208333,14,15996,0.39300001,0,34
21,21185,35.400002,0.92736363,0.023454545,0.024818182,0.064363636,81.37081818,14,25712,0.20299999,1,40
21,21193,40.766666,0.97299999,0.010666667,0.004166667,0.001333333,36.35416667,14,6388,0.741,1,26
22,22011,35.761539,0.58076924,0.36153847,0.012153846,0.073923074,37.18953846,14,14631,0.66500002,1,25
22,22099,38.610001,0.58499998,0.39930001,0.0018,0.009600001,41.4509,14,20156,0.49599999,1,35
23,23025,46.07143,0.95914286,0.002285714,0.015285715,0.02007143,33.42671429,14,15240,0.80500001,0,21
25,25007,38.483334,0.76524997,0.066,0.0035,0.10041666,54.48075,14,12390,0.38999999,1,29
27,27119,41.971428,0.8732143,0.012571429,0.052857142,0.085000001,45.57935714,14,11425,0.48500001,0,28
27,27127,42.315384,0.93146151,0.006769231,0.027384615,0.034000002,51.58846154,14,12226,0.69099998,1,54
29,29159,39.299999,0.91471428,0.036714286,0.015785715,0.13914286,40.74007143,14,18828,0.37799999,0,16
29,29209,52.775002,0.97350001,0.001333333,0.001666667,0.024250001,51.34741667,14,21767,0.88700002,1,55
31,31025,43.314285,0.9727143,0.0035,0.001357143,0.024857143,72.72571429,14,19875,0.73000002,1,5
31,31047,37.276924,0.75130767,0.19853847,0.029153848,0.2996923,48.72584615,14,14714,0.26699999,0,34
32,32005,51.072727,0.91527271,0.013272727,0.016090909,0.11636364,59.00163636,14,24871,0.31600001,0,1
32,32510,43.785713,0.80157143,0.0115,0.032714285,0.13621429,60.43571429,14,19771,0.048,0,12
37,37061,43.676922,0.62184614,0.33700001,0.001923077,0.11369231,33.72923077,14,23732,0.86500001,1,8
37,37107,45.354546,0.51472729,0.46681818,0.002727273,0.063545451,38.16545455,14,16303,0.44999999,1,33
37,37163,38.028572,0.59264284,0.35285714,0.019428572,0.14142857,32.12321429,14,16413,0.85000002,1,1
37,37193,50.028572,0.8922857,0.081142858,0.010071428,0.099214286,38.11521429,14,15537,0.72799999,1,5
37,37195,45,0.53049999,0.42091668,0.010583334,0.043416668,54.48758333,14,27722,0.38699999,0,16
38,38059,41.876923,0.90999997,0.009538462,0.006384615,0.035769232,62.33915385,14,19171,0.31900001,1,46
38,38099,43.514286,0.93971431,0.005357143,0.020642856,0.10592857,56.52721429,14,14019,0.62099999,0,20
39,39059,34.792858,0.96485716,0.009142857,0.005214286,0.018714285,31.36757143,14,12964,0.61400002,0,30
39,39079,42.271427,0.949,0.039214283,0,0.07514286,42.30728571,14,12005,0.64600003,1,23
40,40115,36.441666,0.66916668,0.0165,0.011333333,0.064666666,35.2885,14,14878,0.493,1,5
40,40147,38.742859,0.80528569,0.03992857,0.024357144,0.037999999,45.98364286,14,20555,0.23899999,1,52
41,41007,42.171429,0.93707144,0.006714286,0.012,0.093714289,41.93935714,14,11335,0.38999999,1,17
42,42117,40.792858,0.97928572,0.007642857,0.004714286,0.016999999,45.7795,14,18059,0.90100002,1,18
44,44001,45.392307,0.96423078,0.018692309,0.010230769,0.032769229,81.18392308,14,16311,0.011,1,44
45,45031,43.26923,0.46746156,0.51353848,0.007076923,0.026846154,39.38269231,14,11155,0.57800001,0,25
46,46029,42.876923,0.96030772,0.005615385,0.005307692,0.022923077,52.25484615,14,21182,0.22499999,1,55
48,48099,37.116669,0.77758336,0.12241667,0.00875,0.14825,44.65816667,14,20280,0.19400001,1,47
48,48361,40.707691,0.75807691,0.20523077,0.021923076,0.074230768,43.61161538,14,15347,0.352,1,34
48,48465,33.766666,0.93358332,0.046750002,0.005,0.73958331,56.01216667,14,13280,0.102,1,21
49,49043,37.384617,0.9508462,0.004615385,0.031769231,0.25630769,82.36061538,14,15140,0.39199999,0,34
50,50001,46.25,0.95433331,0.01375,0.019416668,0.019083334,57.856,14,14340,0.78399998,1,48
50,50005,45.523075,0.94223076,0.016384616,0.015846154,0.017846154,41.21261538,14,15756,0.74400002,0,20
51,51023,47.514286,0.96307141,0.021,0.005571429,0.027428571,68.90921429,14,25119,0.64099997,1,12
51,51187,37.81818,0.88427269,0.062636361,0.004454545,0.04327273,51.58427273,14,11847,0.50400001,0,5
51,51197,43.623077,0.90853846,0.066230766,0.004538462,0.007769231,39.83307692,14,14575,0.75300002,1,47
53,53021,31.957142,0.85699999,0.024500001,0.049214285,0.6135,57.6215,14,31523,0.133,0,2
54,54019,40.857143,0.91500002,0.067214288,0.000714286,0.031071428,39.56185714,14,17153,0.579,1,51
55,55057,43.276924,0.92638463,0.040769231,0.007384616,0.027615385,50.77553846,14,14945,0.83499998,0,41
55,55095,43.342857,0.96714288,0.003785714,0.009214286,0.021571428,54.60571429,14,21407,0.85500002,0,14
55,55123,42.764286,0.95985717,0.005714286,0.002928572,0.015071428,45.49728571,14,15090,0.85699999,0,34
55,55125,50.407143,0.9227857,0.003785714,0.003,0.038571429,43.13735714,14,19671,1,0,29
56,56005,39.075001,0.95558333,0.00025,0.001083333,0.14583334,55.88408333,14,15958,0.29100001,1,0
1,1001,34.32,0.71329999,0.24610001,0.016000001,0.058800001,60.7496,15,27716,0.41999999,0,18
1,1121,39.513332,0.70280004,0.26846665,0.002,0.059266668,39.84426667,15,19829,0.55800003,1,7
5,5023,49.246155,0.96292311,0.006846154,0,0.014230769,40.56453846,15,13554,0.755,0,5
5,5035,38.32143,0.54735714,0.40328571,0.002285714,0.021785714,50.09792857,15,21398,0.20900001,0,10
6,6039,34.327274,0.81372726,0.066454545,0.027727272,0.6249091,38.72236364,15,18254,0.329,1,1
13,13129,33.857143,0.83564287,0.092214286,0.055500001,0.36785713,42.17935714,15,35363,0.51599997,0,36
15,15007,44.084614,0.32753846,0.014769231,0.3383846,0.095692307,78.91607692,15,16856,0.12899999,1,53
17,17041,39.592857,0.96700001,0.005714286,0.003,0.059999999,51.40378571,15,15163,0.616,1,32
17,17085,48.384617,0.96007693,0.012,0.003769231,0.064769231,46.68915385,15,11281,0.72600001,1,15
17,17107,41.846668,0.9472,0.006266667,0.005533333,0.0272,60.35813333,15,12660,0.39899999,0,28
17,17121,37.342857,0.90571427,0.057714283,0.011428571,0.007928572,40.82935714,15,10569,0.45100001,1,38
18,18071,39.114285,0.91614288,0.025714286,0.018857144,0.12014285,40.04807143,15,17549,0.43700001,1,19
18,18137,40.650002,0.97642857,0.001357143,0.001928572,0.025357142,54.88414286,15,20674,0.83200002,0,20
19,19017,44.799999,0.97842854,0.001142857,0.013428572,0.014785714,63.95971429,15,16919,0.64499998,0,3
19,19059,45.650002,0.96957141,0.008785714,0.013428572,0.020785715,51.92378571,15,16528,0.34999999,1,51
19,19065,40.986668,0.94133335,0.031266667,0.015333333,0.028466666,48.6322,15,13438,0.70599997,1,31
19,19083,42.642857,0.92507142,0.025928572,0.009500001,0.1005,53.03657143,15,13631,0.71100003,1,46
19,19139,37.433334,0.91886663,0.042466667,0.012133334,0.14973333,54.34093333,15,22704,0.25600001,0,35
19,19181,37.706665,0.97593331,0.005533333,0.003133333,0.032733332,64.68753333,15,28718,0.41999999,1,2
19,19187,43.971428,0.89835715,0.061714288,0.016214285,0.060714286,33.96042857,15,12641,0.33899999,0,4
19,19191,43.886669,0.97573334,0.021533333,0.0018,0.033,56.534,15,16560,0.58999997,0,33
20,20051,40.206669,0.93846667,0.004333334,0.004866667,0.050999999,26.771,15,15268,0.25600001,1,30
20,20121,34.764286,0.9547857,0.014428571,0.001714286,0.11007143,56.20807143,15,15599,0.50999999,0,34
20,20131,41,0.96958333,0.00725,0.00175,0.02025,58.0805,15,15931,0.75199997,1,3
20,20191,41.107143,0.93949997,0.009571428,0,0.089142859,45.672,15,11075,0.62900001,1,7
21,21179,41.857143,0.94271427,0.042857144,0.001642857,0.029642856,51.32007143,15,25481,0.56900001,1,21
21,21235,32.491665,0.95899999,0.018166667,0.005583333,0.015416667,40.1335,15,15785,0.65200001,0,1
22,22053,36.515385,0.77346152,0.21692307,0.001615385,0.032230768,36.50415385,15,13582,0.50700003,1,39
22,22101,39.326668,0.67886668,0.25600001,0.029266667,0.067733333,44.01146667,15,20284,0.13,0,39
24,24015,39.450001,0.8635,0.071571425,0.0185,0.056357145,62.7585,15,29477,0.421,0,2
25,25011,44.964287,0.93557143,0.024857143,0.009214286,0.072857141,47.24492857,15,14459,0.54400003,1,25
26,26043,44.892857,0.97578573,0.008642857,0.003428571,0.013499999,43.3055,15,20472,0.32800001,0,10
26,26067,34.350002,0.90100002,0.069499999,0.007142857,0.065785713,54.80807143,15,19157,0.60500002,0,40
26,26127,39.544445,0.9592222,0.010888889,0.000666667,0.22566667,40.76555556,15,11468,0.89899999,0,36
27,27007,40.399998,0.81971431,0.025642857,0.002785714,0.020357143,30.5025,15,21257,0.671,1,51
27,27045,42.82,0.97466666,0.0054,0.010666667,0.0152,53.9222,15,17583,0.93300003,0,20
27,27047,44.807144,0.94007146,0.019142857,0.002428572,0.091214284,53.18057143,15,13068,0.428,0,25
27,27083,36.753845,0.91292304,0.037846152,0.041538462,0.064692311,52.05561538,15,14126,0.479,1,45
27,27085,42.914284,0.93907142,0.016071429,0.009714286,0.028071428,61.27428571,15,13147,0.46599999,0,19
27,27141,34.649998,0.93885714,0.015428571,0.011214285,0.037071429,57.05764286,15,37417,0.442,0,15
27,27169,40.700001,0.92564285,0.014714286,0.033642858,0.020857142,45.05571429,15,20782,0.345,0,3
28,28003,37.908333,0.75975001,0.19558333,0.0015,0.026916666,38.77616667,15,16218,0.66399997,0,35
28,28083,40.458336,0.35800001,0.63849998,0.001333333,0,43.71725,15,8090,0.177,1,37
28,28085,38.515385,0.648,0.352,0,0.032923076,54.86584615,15,14121,0.69499999,1,36
28,28105,28.9,0.66242856,0.30085713,0.016785715,0.015285715,30.24085714,15,25418,0.36399999,1,47
28,28109,37.200001,0.6882143,0.28607142,0.009857143,0.063785717,40.70185714,15,26715,0.699,0,11
29,29009,35.863636,0.92518181,0.002727273,0.019545455,0.12290909,37.93645455,15,12541,0.73299998,0,2
29,29101,29.799999,0.8939231,0.043384615,0.017769231,0.033384614,42.22976923,15,20408,0.50400001,0,6
29,29169,36.314285,0.81421429,0.10757142,0.027714286,0.058499999,47.84878571,15,27631,0.44,0,28
31,31131,39.207146,0.9597857,0.004142857,0.001571429,0.11214286,51.562,15,18184,0.551,1,2
31,31157,39.273335,0.95066667,0.001133333,0.004133334,0.252,45.65266667,15,14570,0.29800001,1,35
35,35009,37.133331,0.82226664,0.079999998,0.013666666,0.3784,39.94826667,15,19575,0.141,0,27
36,36037,38.054546,0.91545457,0.031363636,0.010727273,0.031181818,46.12945455,15,10987,0.59899998,1,22
37,37105,34.653847,0.51846153,0.46684617,0.000923077,0.29638463,41.37430769,15,20314,0.428,0,0
37,37161,47.430771,0.88176924,0.077461541,0.032000002,0.052461538,35.12069231,15,12490,0.61000001,1,57
38,38089,33.139999,0.93366665,0.042666666,0.005933333,0.0722,70.74733333,15,19550,0.273,0,42
39,39005,35.25,0.95442855,0.024642857,0.003714286,0.008785714,42.48092857,15,16150,0.61900002,0,5
39,39069,37.185715,0.97549999,0.007285714,0.004071428,0.08671429,56.42142857,15,14025,0.69099998,1,17
40,40097,40.575001,0.66991663,0.01275,0.00375,0.076833338,42.76883333,15,13363,0.77399999,0,42
41,41003,33.360001,0.85759997,0.017999999,0.070066668,0.0876,42.20946667,15,23085,0.18799999,1,40
42,42047,40.692307,0.9686923,0.019615386,0.008076923,0.009230769,45.76492308,15,19102,0.55699998,0,25
42,42109,43.707142,0.96771431,0.003928572,0.018357143,0.022,52.92685714,15,20090,0.66799998,0,11
46,46013,37.279999,0.87213331,0.025133334,0.045400001,0.021466667,53.813,15,18134,0.289,0,38
47,47079,48.415386,0.80561537,0.16515385,0.000846154,0.010461538,37.80876923,15,14340,0.66799998,1,58
47,47105,38.400002,0.93846154,0.017153846,0.019153846,0.1413077,50.15446154,15,28385,0.40599999,0,13
48,48015,41.842857,0.85657144,0.11271429,0.004285714,0.3202143,61.39721429,15,21858,0.66299999,1,59
48,48143,31.508333,0.93608332,0.033166666,0.0085,0.24575001,36.2975,15,16635,0.463,0,15
48,48171,46.357143,0.96507144,0.000214286,0.002,0.34578571,45.10407143,15,21467,0.537,1,51
48,48349,39.233334,0.7676,0.15700001,0.014599999,0.28033334,41.48686667,15,21696,0.52700001,0,41
51,51171,40.857143,0.92871428,0.023285715,0.027214285,0.13992856,44.56835714,15,30766,0.66600001,1,58
51,51199,39.671429,0.76592857,0.13557144,0.046357144,0.041000001,70.21492857,15,27346,0.061000001,0,26
51,51520,47.313332,0.88666666,0.071199998,0.0012,0.0036,39.60813333,15,17305,0,0,44
51,51630,35.907692,0.72223079,0.089769229,0.006692308,0.026538461,53.82930769,15,19462,0.012,0,30
54,54049,37.871429,0.86299998,0.08614286,0.011428571,0.0175,37.91078571,15,15341,0.41499999,0,44
